Title,Comments
Making an impact in IOT?,"The most basic concept of IOT application is mostly related to monitoring. You can build a monitoring system (can be FDAS or BMS, etc.) then at the same time develop an app where it retrieves the data from that system. You can use cloud services for that too."
Making an impact in IOT?,I appreciate the thoughtful critique and thorough response. You’ve definitely made some excellent points and I know I need to spend more time sincerely learning about the space before I could hope to make any significant change. I think I may have naively been looking for some shortcuts. I’ll keep at it - thanks!
Making an impact in IOT?,"IoT, although having been around for a long time (10 years+), is all around you but the ""problem"" is that you only hear about the silly, contrived uses for it. That makes it sound like it's a solution looking for a problem, when that's far from the truth.

I led a project about 15 years ago at my company to put our very expensive machines online to enable remote diagnostics. In our case, it was very much a problem that needed to be solved, and after we did this, our service costs dropped dramatically (average of $1,000/day to send a service tech out). They dropped to the point that new customers had to pay higher service fees if they didn't let us put the machines on their network.

I honestly don't see any unmet needs here. 15 years ago when we did that project, we had to build everything ourselves because the few providers out there were too expensive and didn't offer the flexibility we needed. Today, I can stand up a simple IoT monitoring solution in an afternoon if I had to!

The businesses who know they need this tend to be able to find solutions because there are many providers already. I think the real problem is that there is little need for it in the **consumer** space and that's why it looks like a pointless toy to many. Industrial and Commercial IoT is definitely booming but those applications tend to be ""hidden"" from view. Your electric company probably doesn't need to roll a truck to get your meter readings any more because they can get them remotely, the big HVAC rooftop units on top of buildings will call home to their manufacturers when they need service, the number of people entering/leaving a mall or stadium is now known in real time, etc.

It's big and getting bigger. However, to the end user it's seen as a feature in a product, not a product in itself. i.e., when we're designing a new machine or system, we'll get a request to add Internet/cellular remote monitoring or control to it. It's expected as something that's built in, not an external add on."
IoE Vs. IoT: Which is the smarter business option in 2021?,"Wish I didn’t read it.  There is far too much emphasis put on names already. It is all the same stuff. Use an appropriate solution for whatever your problem is, worry about which buzzword to use later. Connected stuff = Good. There are many ways to connect."
IoE Vs. IoT: Which is the smarter business option in 2021?,"Summary:  
IoE: IoT + Data + People + M2M

I dont really see the need for this semantic split.

What is not a thing? When data is not part of the IoT solution? Isn't m2m big part of IoT?

What is the difference of people connecting to machines compared to machines connecting to machines? Value is generated when required connections are available."
IoE Vs. IoT: Which is the smarter business option in 2021?,I believe the article gives us a basic understanding of IoE. It already shows that IoT is a part of IoE. The split here is to understand each part properly and leverage them for business efficiency!
Critical flaws in embedded TCP/IP library impact millions of IoT devices across industries,Honest question. Wouldn't these vulnerabilities come to play only if iot device is connected directly to internet or if not behind a firewall? How would this be more dangerous than having a computer with no password connected to local network?
[Question]Contiki connectivity help,"Not at all. The FI-Ware agents can be configured to receive data via a range of methods. The [tutorial page](https://fiware-tutorials.readthedocs.io/en/latest/iot-over-mqtt/index.html) gives you an overview.


It is possible to send the data via MQTT, or other methods. There is a [MQTT client library for Contiki OS](https://github.com/esar/contiki-mqtt) available on github too.


I am guessing that since your using contiki your interested in a smaller footprint / power device, and the MQTT occasionally connected model might, therefore work better too.

Good luck!"
Looking for the best way to push commands to my ESP,Wouldn't MQTT be better for this? Sounds like exactly what it was designed for.
Looking for the best way to push commands to my ESP,[deleted]
Looking for the best way to push commands to my ESP,"MQTT protocol would be the way to go.  You will need to setup an MQTT Broker of some kind that both your ""Publisher"" and any ""Subscribers"" would connect to in order to pass along and receive commands/data.  My whole house runs on MQTT. I have a Docker server where my MQTT Broker runs, and a number of IOT related containers.  I have started to document my setup at [DIYSmartHome.io](https://DIYSmartHome.io) 

There are lots and lots of blogs/tutorials/etc. out there about using MQTT with ESP32 boards: [https://www.google.com/search?q=mqtt+esp32\&amp;oq=mqtt+ESP32](https://www.google.com/search?q=mqtt+esp32&amp;oq=mqtt+ESP32)"
Looking for the best way to push commands to my ESP,Websockets are not very lightweight. You should look into MQTT which is the most preferred protocol for IoT
Build yourself a weather station using ESP32,"Sorry but this is far off from a weather station. I was actually looking forward to seeing an anemometer, a rain sensor, a light sensor, air quality sensor, etc... Maybe I was expecting too much :))"
Weather data,nice
Weather data,"You can fetch the data from weather forecasting websites that offer their API either for free or as a subscription.


Something like this:


https://openweathermap.org/api"
Weather data,Checkout rapidAPI and also maybe collect data from a number API's to help validate
Weather data,Yep thanks. That should do it. We were looking at using Dark Sky but they got gobbled up.
Weather data,We use IBM's The Weather Company's API. And it works well.
Question: Can I get a google home assistant to ping a local webserver?,"This looks like what you need to do what you want to accomplish:
https://github.com/actions-on-google/smart-home-local"
Need iot solution :,"That's rather privacy invasive. That's simply not allowed in Europe. Damn, where is this? China? Do people really give their consent to this when come to study there?"
Need iot solution :,I suspect the social issues will far outweigh the IoT ones. Plenty of asset tracking software and hardware solutions out there. The questions will be around trust and security.  You give each student a Tag.. and somehow magically they all accept it.  What about when they leave the campus?  Perhaps they still have it and can be tracked?
Need iot solution :,"I would say it can't be done without the active cooperation of the students.  They would have to carry a device which would require charging at regular intervals, and would require them to not put the device in some sort of defeat device like a Faraday cage.  Unless you are in China, this will not go down well with students of today.  Actually, it would probably not go down well in China either, but they may well have no choice."
Need iot solution :,Are you referring to a contact tracing solution?
Need iot solution :,"To clarify; do you need to identify the students, or do you need the flow without necessarily identifying them?

Edit; found the answer in the comments. You need to identify."
Need iot solution :,https://purpleblob.net/
Need iot solution :,There are a number of Chinese companies providing this technology via video cameras. Unfortunately for you they are on the US entity list now and its a felony to buy their solution.
Need iot solution :,"You can use a combination of LoRaWAN, GPS, and WiFi positioning to do this fairly cheaply and with reasonable accuracy. Obviously this would require students to carry a small device and keep it charged but could potentially become a dual purpose 'id badge' or something.

Check out this technology/project as a starting point: [https://hackaday.io/project/171223-lr1110-module-tiny-lora-wifignss-positioning](https://hackaday.io/project/171223-lr1110-module-tiny-lora-wifignss-positioning)

If you needed a more polished, integrated solution developed feel free to DM me."
Need iot solution :,"Hi, I think one of the safest options considering privacy issues, would be the use of RFID. Place RFID readers at strategic points in the school, and then you can infer the location of students based on their last RFID check-in. Other options such as BLE/GPS will infringe on their privacy rights; although GPS would not work well indoors anyways."
Need iot solution :,[removed]
Need iot solution :,"The cheapest solution would require the students to take some kind of action like pressing a button when they enter or exit an area. You could consider some kind of reward system to motivate them. But it would probably be unreliable. 

Your actual use case would determine how reliable “location registration” needs to be. 

Any automated system would need the students to carry something around with them like an RF-ID tag. 

In both cases you have one or more sensors in each area that communicate with a central server.   

Each student has an unique ID that the room sensor uses to call either a register or deregister function on the server. The server stores the info in a database and serves a webpage where you can search by student or show a map, etc. 

There are privacy concerns to consider before the technology. It may turn out no one would accept the privacy terms, making the idea a non-starter. 

Sound like an interesting project though. Good luck!"
Need iot solution :,"Here in Norway it is very common to have employees issued an ID card with embedded RFID and mag strip. In order to open any of the doors in your office you need the card.

If I was tasked with the requirements outlined by the OP (not debating if it’s legal, ethical or desirable) I would issue a card to all students (they probably already have one?..) and place readers at all doors, entrances, exits common areas etc.  

You need food in the cafeteria - swipe
You need a book - swipe
Enter a classroom - swipe
Etc.

Use some algorithms to sort out last approximate position."
Need iot solution :,"what do you mean by monitor the students? do you mean location tracking? Also, what level or precision do they require."
Need iot solution :,You need LoRa + GPS
Need iot solution :,"Other solution could be ble tags, I am doing a pilot project here in Spain for an University. They need the are in the same problem plus they want to check students inside classroom.
If you need some help feel free to contact me via DM."
Need iot solution :,"Use BLE beacons and scan for them using multiple esp32's in different locations. The one which reads the strongest signal of a particular beacon is the current location. 

I use BLE beacons to keep track of the movements of my cats: [https://drive.google.com/file/d/1M8DJUis3krEAqXxelDFcdOvcEwjc8nBW/view](https://drive.google.com/file/d/1M8DJUis3krEAqXxelDFcdOvcEwjc8nBW/view)"
How do I set up LoRaWAN between ESP32 and Dragino 433Mhz gateway?,"I'm not sure what your question is, but can't you just grab an MQTT client library for the ESP32 and use it in the example sketch for the gateway?"
How do I set up LoRaWAN between ESP32 and Dragino 433Mhz gateway?,"Your Dragino LG01-P gateway(https://www.dragino.com/downloads/downloads/LoRa\_IoT\_Kit/v2-Kit/Single%20Channel%20LoRa%20IoT%20Kit%20v2%20User%20Manual\_v1.0.1.pdf) is a single-channel LoRAWAN device....but your ESP32 RHF76-052(https://docs.m5stack.com/#/en/module/lorawan) seems to be regular multi-channel LoRAWAN. I suspect that is the root of your connectivity issues.  Either get the RHF76 to just use one channel, or better yet, replace the Dragino with a normal LoRAWAN Gateway that supports the full LoRAWAN spec."
How do I set up LoRaWAN between ESP32 and Dragino 433Mhz gateway?,"Assuming that you use LoRaWAN, LoRaWAN requires a network and an application server.

You said the you want to use a private network, are you running these servers on your network?

If yes did you register your device on the application server?

Are you aware that in LoRaWAN, the device does not connect to the gateway but with the application server.

ANY lorawan gateway (even the one owned by other people) within transmission range of your device will receive your encrypted message and forward the encrypted message to their network server (the gateway do not know the network and application keys.

When you said that your device was able to receive messsages, can you explain how did you do that? was it lorawan or lora messages?"
Security issue on Iot,"And if we knew the answers to all that, we would be millionaires and not on here ;)

If you need a place to start looking for all this, you should peruse through past IOT conference presentations about security. Plenty of stuff out there about this. Look for ""IOT Security"", ""IIOT Security"", and ""IOT Data Integrity""."
IoT Market Research Opportunity,"Hi there. Am interested as I work on IoT products, but would you be able to share more details about your research company and how you will process our data? Apologies for being paranoid. I think your audience will feel much more comfortable and confident in the survey knowing how their personal information will be used"
Recommendation for an online simulator.,Try [TinkerCad Circuits](https://www.tinkercad.com/learn/circuits)
How IOT device connect to secure wifi when the password is not in the code?,"There are several ways this can happen.

One way is the phone uses Bluetooth to talk to the device. Another is the that the device first acts like a wifi access point, and the phone temporarily connects to it (and not the normal network) and configures the device. Once that process is done the device and the phone re-connect to the the normal wifi network.

There are other ways as well, but I think those are the two most common (if the device itself is connecting to the secure network, if the device is using some sort of mesh network to talk to a hub, then the hub is connected to the wifi, that is a very different process.)"
How IOT device connect to secure wifi when the password is not in the code?,"I also discovered while reverse engineering my drone that it communicates at both 2.4ghz and 5.8ghz WiFi depending on what it’s doing. 
I doubt that IOT devices do this. like someone else said it’s probably just using a different communication protocol."
What does your iot/edge computing network look like?,"Without robust update management for most IOT applications, the safest ones have inside-out security models but there aren't very many mature options on the market.  Kubernetes is out there but looks like a steep learning curve to me."
What does your iot/edge computing network look like?,Well many opensource projects are running in IoT for edge computing
What does your iot/edge computing network look like?,Maybe this? SkyFoundry.com
Raspberry Pi as a cloud server for IoT,"Personally, I'm doing everything locally in Node-Red with MQTT on a Pi Zero W and programming all of my sensors and such from scratch with Arduino. I have no interest in the cloud, plus I have plenty of Raspberry Pi's and a VMWare server at home, don't need the cloud!

Most people will tell you to look into Home Assistant and Tasmota. I haven't tried either of those, myself, since I'm looking to roll-my-own solution, but they're wildly popular on the Pi. 

[Here's an article](https://www.electromaker.io/blog/article/9-best-raspberry-pi-smart-home-software-options) with some good choices for software to run on the Pi for IoT/Home Automation."
Raspberry Pi as a cloud server for IoT,I use AWS GreenGrass on a RPi4.
Raspberry Pi as a cloud server for IoT,"Have a look for sure at node red, openhab and mqtt messaging for your iot devices."
Raspberry Pi as a cloud server for IoT,Nice! Good luck!
ubuntu mate 18.04 remote RDP connection & ssh configuration fixed xrdp session: Login failed for display 0 in rasberry pi 3 B,Try x2go. Xrdp is just frustrating on ubuntu. I got RPI Zero worked as host but can't solve black screen issue on my mint as host after all the hours wasted on it.
Any sensors for speed monitoring? ( speeds ~ 200-300 mm/minute),Maybe a Laser Surface Velocimeter?  These guys sell industrial grade units: [https://www.polytec.com/us/](https://www.polytec.com/us/)
Any sensors for speed monitoring? ( speeds ~ 200-300 mm/minute),What about measuring distance and performing calculus?
Any sensors for speed monitoring? ( speeds ~ 200-300 mm/minute),You really need to be a lot more specific on the application and requirements if you want a good answer.
Any sensors for speed monitoring? ( speeds ~ 200-300 mm/minute),On what device? Can't you use an accelerometer then estimate the speed?
Real Time Location Services,Or anyone had any experience with vendors?
Real Time Location Services,"Not much to go on here....

What is the time resolution?  What is the location precision?  Do you need to locate something going thousands of KPH within 1 mm within the last second? Do you need to locate something that might not even be moving within 50 feet or so within the last 5 minutes??

So no beacons and no anchors....can we do a query and have ""it"" respond back with GPS readings?  Will they be within cellular phone range? Or are you tracking ocean-going containers via satellite??"
Free Open Source AI Workshop Presented by Eclipse Foundation,Thanks for sharing
Connection Meshlium / waspmote to Amazon IoT,"Your select FROM statement is incorrect. You must select data from the Topic your device is publishing to. What Topic do you publish on?

For example, your router might be publishing on /data and if so, your Select statement would be ""Select \* from /data"" etc - if you don't know what topic you're publishing on, use the ""Test"" feature in the console and subscribe to # to see all the incoming data and that will show you the topic you need to use."
IoT for Cattle monitoring,"Yeah, I think these people have something similar to what you're looking for: [https://halterhq.com/](https://halterhq.com/)   


They aren't the only ones either."
IoT for Cattle monitoring,"Here's another
https://www.moovement.com.au/"
IoT for Cattle monitoring,"Sodaq has the sodaq cattle tracker which works with LoRa out of the box. But it does have a solar panel... If you will be running on batteries with GPS and some kind of communication, you either will have a really low update frequency or just not a long battery life."
IoT for Cattle monitoring,"If you have a lorawan gateway, a yuppy sensor from digital matters should work."
IoT for Cattle monitoring,https://www.soracom.io/customers/agriculture/iot-enabled-smart-cows/
IoT for Cattle monitoring,"We have a number of solutions including backhaul targeted at areas of the world where internet connections might not be amazing, I'd be happy to have a chat. If you're interested?

Info@mockingbirdconsulting.co.uk is the best email address to use, and we can provide devices to compliment the cattle tracking as well as part of the offering such as gate monitoring and pasture moisture etc."
IoT for Cattle monitoring,"Check if NB-IoT is available in your area. It seems to be there already or it's coming soon:  [https://flickswitch.co.za/posts/nb-iot-rollout-in-south-africa/](https://flickswitch.co.za/posts/nb-iot-rollout-in-south-africa/)

It's like LoRa, but with different pros en cons. NB-IoT offers a higher quality of service.

Edit: I was assuming South-Africa, which you didn't mention."
Are there any good books for IOT Gateways or about IOT in general?,[deleted]
Are there any good books for IOT Gateways or about IOT in general?,"O'[Reilly.com](https://Reilly.com) has some great book and video resources that will get you up to speed quickly.  AWS, GCP, and Azure have also built out great IoT services and have documentation and tutorials available."
Are there any good books for IOT Gateways or about IOT in general?,"General overview: https://www.edx.org/micromasters/curtinx-internet-of-things-iot

Intro from O'Reilly: https://learning.oreilly.com/videos/internet-of-things/9780134667577

Build your own IoT platform(there are also tons of other books): https://learning.oreilly.com/library/view/build-your-own/9781484244982/

AWS IoT fundamental series: https://aws.amazon.com/tr/blogs/iot/get-started-with-the-iot-foundation-series/

If you want to dig deeper, you should look at Apache and Eclipse IoT architectures."
Are there any good books for IOT Gateways or about IOT in general?,I don't know about books but many tutorials are there
Are there any good books for IOT Gateways or about IOT in general?,Resources are also available in google books
Are there any good books for IOT Gateways or about IOT in general?,"I've heard the second machine age is a really good read.  If your interest is in building iot devices/working on iot projects though I highly suggest getting a raspberry pi or an Arduino and a starter kit (which will provide a veriety of sensors to learn with) and lear that way! There are so many resources online for getting started and I find one of the best way to learn is by doing. There are a variety of different cloud platforms you can use as well, I suggest looking into AWS if you want to tie a cloud solution into your project.  Amazon offers many cloud solutions for helping connect your iot device to the world wide web.  I wish you all the best in your iot journey! :)"
LoRa vs xBee for a cheap (flood) mesh network without Internet access?,Consider using BLE 5.1. It has some impressive range and lower power consumption.
LoRa vs xBee for a cheap (flood) mesh network without Internet access?,"There are quite a number of options for mesh networking.  And some are going to be easier to implement than others.

That said they're all going to be dealing with concrete physics/information theory as limits.   https://en.wikipedia.org/wiki/Shannon–Hartley_theorem

For example. On one link increasing transmit power may increase the bandwidth.  But that ""signal"" will end as ""noise"" on another link, and actually reduce the bandwidth.

I would concentrate on ease of implementation over theoretical highest bandwidth.  It will be better to get something working over possibly having the best."
Separate router for iot devices?,"Generally not. A router from twenty years ago might have trouble with that many devices , but anything made in the last ten years that isn’t a travel router (airport express first and second generation, things advertised as travel routers) should handle above 50 devices without a second thought.

How much data do you think your devices are pushing? Most of the time they should be doing very little in terms of traffic, less than a modern web page.

I would say, set up a separate SSID and frequency for them, just to ensure they get a good connection. People who use 2.4ghz and 5ghz with the same ssid and have devices with only a 2.4 ghz radio find the devices sometimes lose connection trying to join the 5ghz radio at the router. 

Other people even set up VLANs just for the devices. Depending on what you’re doing that may be unnecessary."
Separate router for iot devices?,No it shouldn't be an issue.
Separate router for iot devices?,I don't think it will cause problems
Your IoT devices may be causing your internet blackouts - my voyage of discovery,">I Googled ""can lots of IoT devices cause a modem to disconnect from the Internet?""

With all due respect, you should not be giving networking advice on the internet if you can't answer questions like that for yourself.

The title of your article is both hyperbolic and wrong. You discovered an overheating modem, and the limitations of router+modem combos—nothing to do with IoT devices. Your ultimate fix (strapping a fan to it), while better than nothing, is a flaky patch at best.

Saying the cause was IoT is like saying the kitchen caught fire in a restaurant because the customers ordered food. And then you point a water hose at it and tell us about your “fix.”"
How to make your own internet connected t-shirt with LEDs that respond to realtime data,I am a fairly big geek but if i'd see anyone wearing this in public i would instantly feel like a big-muscle-chad standing next to the biggest weirdo i've ever seen
How to make your own internet connected t-shirt with LEDs that respond to realtime data,so cool!
How to make your own internet connected t-shirt with LEDs that respond to realtime data,Hey this is pretty cool.  I could see a highschool robotics team using something like this for their team jerseys.
Need Help - Chicken Farm Environment Monitoring,"It sounds like your solution is still quite bespoke - and given the amount of COTS sensors and transmitters you're using, it seems like it would be quite expensive.  Why not hire a decent electrical engineer and production specialist in China and just go into manufacture?  You'll spend money up front, but long term you'll actually have a product."
Need Help - Chicken Farm Environment Monitoring,Hmmm check out Monnit’s stuff and see if they have the sensors you need.  They have some sensors that work over the ISM bands so they’re energy efficient. Those get paired to a gateway that acts as a cellular back haul.
Need Help - Chicken Farm Environment Monitoring,"https://www.poultrysenseltd.com/

Just for reference, they also weigh chicks."
Not everything is on cloud - How On-Premises Enhances Your Chances of IoT Success,"Excellent article. 

Besides, an already excisting company will mostly have a alreay a (on-prem) solution in place. Therefore, I think you have to make a distiction between 'new' and 'excisting' activities and companies as well. For excisting activities and companies, on-prem or a combined solution could be preferable.

Most companies have already on-premises in place. Even when the cloud could be the better solution, they don't want to throw away the on-prem completely. Because that would mean they would throw away the costs of their on-prem system. And maybe more important: the system right now is working in any case; a failure could be disastrous for the process itself or other processes involved. Cloud solutions could be used for new activities, while for the old ones, the on-prem could be used. 

Besides, mostly a company is working on a base capacity with their peaks. In the 'old' situation, a company needs to have its capacity based on those peaks, because processes otherwise would fail. With a combined on-prem/cloud solution, the on-prem would ensure the base capacity. The cloud can be used to adapt to the peaks"
I need to implement hundreds(500+ in 12 months) of RS232 reading devices,"A Raspberry Pi 3 ([https://www.amazon.com/s?k=raspberry+pi+3&ref=nb\_sb\_noss\_1](https://www.amazon.com/s?k=raspberry+pi+3&ref=nb_sb_noss_1)) and a serial HAT ([https://www.pishop.us/product/serial-hat-rs232/](https://www.pishop.us/product/serial-hat-rs232/)), pre-configured with a Node or Python program to take the Serial data, format it to your liking, and send it out to your service.  You should be able to either find or create a custom case and it becomes a 'plug & play' black box for your customers."
I need to implement hundreds(500+ in 12 months) of RS232 reading devices,"FWIW I think you should pursue multiple network options in parallel, but I recommend looking into cellular for your network choice. 

Needing to create a plug-and-play device because there’s a NAT or a 3rd party operator install is one of the reasons people choose to go that route."
CoAP protocol: Technical description,That's really cool! Are you planning on doing a post doing a short demo of it? It would be cool if you included the OBSERVE also!
Anybody knows RAKwireless? They just released a new LPWAN concentrator module with SX1302.,"Yes, I have met them at multiple conferences and I own one of their previous concentrator boards."
Platform for collecting and pushing data from and to IoT devices,Check out AWS IoT
Platform for collecting and pushing data from and to IoT devices,"If it is a big scale project, HTTP is going to be costly overhead , use MQTT

Have a look at open-source mozilla iot gateway"
Platform for collecting and pushing data from and to IoT devices,MQTT is perfect for this.
Platform for collecting and pushing data from and to IoT devices,"I have a similar home automation setup that I created using Django on heroku. My esp8266 devices post data to the server using http.

This allows me to store the data in a database and show it in dashboards on my website.

Typically Http is more resource intensive than mqtt; however, if your sensors are in deep sleep and being powered on infrequently it won't really matter"
Platform for collecting and pushing data from and to IoT devices,"For sure when it comes to IOT, event is your friend instead of a POST on a specific endpoint.

Queueing your events will isolate the production of events to their ingestion. MQTT is a well known protocol for that.

Every cloud providers (and most big network providers) now have some sort of IOT platform. depends on your money and the finality of your project. Is it a home usage project ? a product to be commercialised ?

You also have compagnies having already a solution out of the box where you can buy a license."
Platform for collecting and pushing data from and to IoT devices,"If you want to stick with something nice and RESTful like HTTP, CoAP is a really nice protocol. Have also heard good stuff about IFTTT from friends in terms of something to get your data to the right places. Alternatively, something like Flask + MongoDB is super easy to set up. I can DM tutorials if you want."
Platform for collecting and pushing data from and to IoT devices,"You can do it with MQTT, node js and mongo db for storing your data. But I will suggest you use any platform. That will be convenient. I've personally tried https://particle.io and https://grandeur.tech although Google and Amazon offer the same services but they're too difficult to configure."
Platform for collecting and pushing data from and to IoT devices,"you can get free data and cloud usage for small quantities like this on AWS, Azure, Google cloud. No need to home brew up something custom"
Platform for collecting and pushing data from and to IoT devices,"Sorry if this is random, but i spent a bit of time building an online endpoint to play with my devices (and send them commends).
Feel free to use it. And pm me if you have any questions.
http://demo.iotmicrocloud.com/"
Platform for collecting and pushing data from and to IoT devices,You could also look at Node-RED.
Platform for collecting and pushing data from and to IoT devices,Check if this can help [http://fadyanwar.com/index.php/2020/05/08/an-aiot-example-using-raspberry-pi-and-azure-ai/](http://fadyanwar.com/index.php/2020/05/08/an-aiot-example-using-raspberry-pi-and-azure-ai/)
Does rain affect Lorawan signals?,"Short answer for wireless will always be yes. 
For specifics, run your own test in target environment or look for papers (for example https://www.researchgate.net/publication/331583787_Measuring_Environmental_Effects_on_LoRa_Radios_in_Cold_Weather_Using_915_MHz p.44)."
Does rain affect Lorawan signals?,"In South Africa we have an uncapped 4G offering called Rain LTE, and ironically it loses quality whenever it rains."
Does rain affect Lorawan signals?,"Anything that your LoRA signal has to pass through to be received will degrade the signal.  If it has to pass through 10 rain drops, that won't be much of a signal loss.....if its a thunder storm and it has to pass through 10's of thousands of rain drops, then yeah, the signal will suffer."
LoRa for audio,"IIRC the FCC duty cycle for that frequency is around 1%. My guess is that this application would exceed that, yes?"
LoRa for audio,"https://www.iotsoundsensor.com/
and its datasheet

https://www.iotsoundsensor.com/wp-content/uploads/2020/03/Datasheet-Version-2.2-IoT-SoundSensor%E2%84%A2-V3.02.pdf"
LoRa for audio,"We've tried this for our audio based device - at the compression rates required for low bandwidth transmission (<8kbps) you need to have a decently powerful processor (i.e. high end smartphone or laptop). It made it hard to do for a small cheap mobile device like ours  but if you're doing fixed point probably a lot easier. 

Overall capacity of simultaneous calls will also be a challenge if you are doing more than just point to point. Happy to discuss more over DM."
Alarm clock that can store some music and configurable by bluetooth,"If you want something simple, you could use an ESP8266 or ESP32 and an SD card MP3 player module - and connect it to WiFi. All you need to configure it would be a browser.

Or you can make it complicated and use the Bluetooth of the ESP32, and create an app for Android, ios and/or Windows/Linux/Mac."
Vibration sensor,Sounds like you need a microphone.
Vibration sensor,I would use an esp8266 wemos and a mpu6050 break-out module.  They are cheap and easy to get working with the arduino toolchain and libraries.    Youtube has videos explaining how to use a mpu6050 with an arduino MCU.
Vibration sensor,Have a look at petasense
