Title,Comments
Home siren or flashy light.,What a lovely thing to say.  When have you been to my family functions again?
Measuring level of waste oil in the tank,"Same question  than u/Kv603 : do you want to build it yourself, or would you rather purchase a plug&play solution.

If you plan to build it yourself : I'd go for ultrasonic sensing ... and a lot of caution ! 

Second question would be : do you need local reading (a screen next to the tank, or close to it), remote (if supervision is far away), or both ? This will help you pick between wired, local wireless (zigbee & such) or long-distance wireless (lpwan, cellular)

&#x200B;

A couple of the shelf solutions (battery powered with long battery life), not sure about the MoQ : 

* [https://dunravensystems.com/apollo-infinity-sigfox/](https://dunravensystems.com/apollo-infinity-sigfox/)
* [https://fuel-it.io/en/the-fuel-it-sensor-and-our-other-products/#jauge](https://fuel-it.io/en/the-fuel-it-sensor-and-our-other-products/#jauge)"
Measuring level of waste oil in the tank,"Do you want something [off the shelf](https://fuelminder.biz/fuel_minder_store_products.html) like a Beckett Rocket? or will you [make your own ultrasonic gauge](https://scottiestech.info/2017/10/24/diy-ultrasonic-fuel-gauge-level-sensor/)?

If the tank has no existing gauge, ultrasonic just requires replacing a bung and then calibrating your sensor to the tank."
Measuring level of waste oil in the tank,"Ultrasonic, but a word of caution - it should NEVER be used for safety purposes like preventing an overflow. For that conditions, I would suggest recommend something like a magnetic float sensor that is rated for the oil in the tank (I've only done it with clean water - not oil...). I find ultrasonic sensors are somewhat sensitive to temperature, humidity, and should never be solely relied upon."
Measuring level of waste oil in the tank,Ultrasonic sensor if you need to know volume
[Hardware Internals] Inside a Honeywell 4g GSM wireless home alarm system,More photos inside this [Honeywell LYNX L5100 wireless control panel system](http://imgur.com/gallery/thkC4Ly)
IoT Home-Server,"Instead of server, I tried different ways to control devices from outside the home.

1st- I bought bunch of RF modules to communicate with each other, and used WiFi module (ESP 12E) to push the data internet. Then with a simple php api I controlled and logged whole data.


2nd- The other way to do that is (which is insufficient) doing port forwarding. Basically, with some device it could be a microcontoller or a computer I made a local web server and forwarded this device ip with my modem. So when I entered the ip address of my modem and the port for example ""192.168.191:356"" it redirected me to my local server. However port forwarding is a paid thing if you want to use it without any problem. Because if the electricity goes and comes again, the ip of the local sever will change and this will cause problems.

As a result, in my opinion this would be done with an WiFi module and a basic API. Raspberry pi is not necessary for this project."
IoT Home-Server,"I think a lot of DIY IoT'ers use something like an MQTT Broker and the sensors just 'Publish' their readings to 'Topics' (like ""temp/read/livingroom"" or ""light/bedroom/status"") using MQTT packets, and then write (or use) control programs that 'Subscribe' to those topics.  The beauty of using a Publish/Subscribe model is that I don't have to worry about adding new sensors or activators/collectors as the other components don't have to know about each other....they just publish or subscribe to the various topics as needed.  I have a number of sensors around my house that use MQTT, and I use r/homeassistant to display all the pretty graphs.  You can use Home Assistant to also control things, but I have my own programs that I wrote to do that.  You can peruse my GitHub ([https://github.com/john2exonets?tab=repositories](https://github.com/john2exonets?tab=repositories)) for some control program examples."
SBC (Single Board Computer) for Smart home in Packet Tracer?,"Like this..?

https://hackaday.com/2017/07/06/esp-to-wireshark/"
Cheap cellular modem,"There's a lot of question you should try to answer before beginning your search. Volume, regions supported, which protocol (3G networks are being deprecated around the globe, so take the into account,) etc. On GPS, there's a bunch of things to consider: which networks, how accurate, how fast it gets a fix, what size. Often a cellular modem with built-in GPS isn't going to be the most accurate but you're usually doing the trade-off for footprint size and bom.

The easiest to work with are probably from U-Blox. U-201 is a good 3G modem (no GPS) and their Toby-L2 would work, but very far outside your budget. The lowest cost 4G modems right now are probably from Quectel & SIMCOM for 3G (they have some lower-end 4G too.) But they're not typically distributed through digikey, but rather purchased directly and at volume.

I realize I've given more questions than recommendation but hopefully it will help you make a more informed decision! If you narrow your requirements down a bit more, perhaps others or I can help you find something closer to your budget."
Cheap cellular modem,"Thank you for the time and thought you put into your replies. That does look like a good route, cost still probably would make me avoid it for initial prototypes and maybe create a revision at some point. Thanks again!"
Cheap cellular modem,"I’ve had some luck with finished gear from Robustel out of China. It’s much cheaper than CP or Sierra, but still above your price range. It’s solid gear though for M2M applications."
Cheap cellular modem,"Not sure what unit pricing is like, but Nordic's NRF91 is supposed to be pretty well cost optimized."
Cheap cellular modem,"As u/jonathanberi said, it will depend on volume. I have seen Quectel CATM/NB modules as low as $7, but in bulk."
"WolkAbout is offering it's IoT Platform for free to all organisations fighting #COVID19 pandemic, from healthcare providers and EMS to law enforcement and NPOs!","How can IoT help? For starters, our out-of-the-box geofencing functionality can help authorities enforce quarantine measures. Importantly, it doesn't track one's exact location, so it poses no privacy concerns.It merely looks at signals to deduce whether someone is inside or outside of the home. Check out more: [https://wolkabout.com/blog/covid-19-wolkabout-commitment/](https://wolkabout.com/blog/covid-19-wolkabout-commitment/)"
Anyone who is working on IoT Web Semantics?,"Yes there is! The W3C working group for the Web of Things is doing exactly that, and a lot more. Here it is: https://www.w3.org/WoT/

The site is much better on desktop."
Anyone who is working on IoT Web Semantics?,https://github.com/mpostol
"Easy Home Assistant, Node-RED, InfluxDB and Grafana Integration",Uh....why would I not just use Home Assistant for the graphs?!?  Why do I need to go through the trouble of using three other solutions to do the same thing Home Assistant can already do??  What am I missing here?
"Easy Home Assistant, Node-RED, InfluxDB and Grafana Integration","Hey I want some help regarding TICK stack 
Have u worked on Kapacitor by any chance ?
Thanks in Advance."
IoT Smart Doorbell Project,Google “raspberry pi doorbell” and you’ll get a handful of guides to make something like this to start from
IoT Smart Doorbell Project,"It might be interesting to take a look at an ESP8266. You can compare it with an arduino, the difference is that this ESP has a built in WiFi module. Stuff you will still need is a simple button and a camera module. You could use the 3D printer to print a case for you device. Instead of the esp I think you can also go the raspberry pi route, I haven’t used any of these yet."
IoT Smart Doorbell Project,"Hey, I'm at the same position!
Do you want to connect somehow and start doing something together?"
IoT Smart Doorbell Project,"You should check out the modules based on the ESP32 also, like the ESP32-CAM that comes with a camera (not super great quality tho). Just as a quick example: [Smart Wi-Fi Video Doorbell using ESP32 and Camera](https://circuitdigest.com/microcontroller-projects/diy-smart-wifi-video-doorbell-using-esp32-and-camera)"
How to receive and process GPS location data on your own webserver without any cost !!,What’s wrong with PHP?
How to receive and process GPS location data on your own webserver without any cost !!,Ughh why php
Only leaving quarantine when my dog says we need to (Frame.IoT + IFTTT),"[Arduino sketch on Github](https://github.com/BuiltWithFrame/IoT/tree/master/examples/IFTTT)

[More on the board](https://builtwithframe.com/)

[Follow for go-live notifications on 3/24](https://www.kickstarter.com/projects/builtwithframe/frameiot-an-arduino-compatible-dev-kit-for-wi-fi-projects)"
"I found another way to control VLC Media Player using Arduino and Python! I have used IoT in my third version, and it is really exciting as it works over long range!!!","I sold an arduino project for an automatic parking system just for kowing some php sql code. I think people who judged lost the capability to learn something from anybody an use it for create some value, and those people are lost, they never gonna grow more than your their little mind can offer."
"I found another way to control VLC Media Player using Arduino and Python! I have used IoT in my third version, and it is really exciting as it works over long range!!!"," How I did this project:

[https://arduinoprojectsbyr.blogspot.com/2020/03/65-controlling-vlc-media-player-with.html](https://arduinoprojectsbyr.blogspot.com/2020/03/65-controlling-vlc-media-player-with.html)

First version of this project - Controlling VLC Media player with your hands: [https://arduinoprojectsbyr.blogspot.com/2020/02/61-controlling-vlc-media-player-with.html](https://arduinoprojectsbyr.blogspot.com/2020/02/61-controlling-vlc-media-player-with.html)

Second version of this project - Controlling VLC Media player with DIY Arduino IR remote: [https://arduinoprojectsbyr.blogspot.com/2020/02/62-controlling-vlc-media-player-with-ir.html](https://arduinoprojectsbyr.blogspot.com/2020/02/62-controlling-vlc-media-player-with-ir.html)"
"I found another way to control VLC Media Player using Arduino and Python! I have used IoT in my third version, and it is really exciting as it works over long range!!!","The reason im not gonna watch this:

I assume this is a video showing off features that VLC has had for decades, but now you've added reliance on some 3rd party service in order to call it ""IOT"".  
congratulations?"
PJON v12.1 networking library is out!,More info here: www.pjon.org
"Genio/Anko video doorbell, trying to find ip address and stream","You could try to use a packet sniffer like wireshark to catch the DHCP request and acknowledgement from the router. The acknowledgement might be directed though so possible you wouldn't see it unless you can turn on port mirroring on your router, but that's usually an enterprise feature.

More likely you'll be able to find it by going through your network IPs one by one. It's likely on the same subnet as your router, so only 254 other possible IPs!"
How to show a thingsboard's widget on my website?,"Im not sure you can, but could be wrong. 

We did it by leveraging the thingsboard api and rolling our own display/graph of the data pulled by the api. This can be done client side if the user is signed in, or on the backend and forwarding the data to the anonympus front end."
How to show a thingsboard's widget on my website?,"So basically the situation is like this: a device is connected to thingsboard and uploads data. My website connects to thingsboard and takes the data, then it shows them to me, right? But if this is correct.. why should I have to use thingsboard?"
How to show a thingsboard's widget on my website?,If you have access to the iframe of the dashboard you can embed the iframe in an html textbox on your website...
Shocking 98% of USA’s IoT device traffic is unencrypted: study,"It's really not that shocking if you've worked in the IT industry for any amount of time.  


If it weren't for Google using TLS encryption as an SEO ranking metric, we'd still have the majority of major websites in unencrypted traffic too.  


Security and monitoring are always the things that are allowed to slip and fall off the roadmap, and I've never quite understood why, because ""This stuff is hard"" \*really\* isn't a good enough excuse anymore."
Shocking 98% of USA’s IoT device traffic is unencrypted: study,"Encryption is computationally expensive for many IoT devices.

&#x200B;

Think about a sensor that checks humidity, or another that sends the temperature twice a day. These might be super tiny IoT devices which are optimized to use low power and send data long range. They might be surviving for 5 years on a tiny cell battery. Encryption means that have to encrypt their data and include that CRC in packet headers. LoRaWAN allows for packets of what, a little over 200 bytes? And encryption algorithms can be power intensive. Some stuff just doesnt need encryption."
Shocking 98% of USA’s IoT device traffic is unencrypted: study,"That can be a problem of course, with camera, infrastructure and control equipment, and efforts should be made to remedy those situations. But the reality is the most IoT traffic does not need to be encrypted."
Shocking 98% of USA’s IoT device traffic is unencrypted: study,So much of the IoT traffic goes to Chinese servers anyway.  They've just cut out the middleman.
Shocking 98% of USA’s IoT device traffic is unencrypted: study,Is the info being bought and sold by third parties as well I wonder?
Shocking 98% of USA’s IoT device traffic is unencrypted: study,This is pretty terrifying to hear when taken in context of the BlackIOT paper that describes how vulnerable our Power Grids are from IOT attacks.
MQTT over a websocket in Java,Stacktrace? Github repo for your code to diagnose?
An open-source IoT OS is launching to the global?," Hi there, do you know which license agreement this rt-thread project belongs to?"
An open-source IoT OS is launching to the global?,Does it support low end IoT modules such as ESP8266 or ESP32 ?
How to setup an IoT Busy light via Azure IoT Hub," I thought this might be an awesome share since we are all working from home at the moment. While I know there are many versions of this solution available, this walks through steps harnessing Azure IoT hub. Great way to upskill if you haven't tested Azure IoT Hub thus far."
Track The Deadly Coronavirus Outbreak using Home Assistant (Video Tutorial),Thanks for this information! Be healthy!
Edge Computing Definition and Use Cases,"Edge computing was developed due to the growth of IoT devices, which connect to the internet for either delivering data back to the cloud or receiving information from the cloud.

It’s a part of a distributed computing topology in which information processing is located close to the edge – where things and people produce or consume that information.

Edge computing transforms the way data is being handled, processed, and delivered from millions of devices around the world. 

The key benefits of edge computing are:

* Decreased latency;
* The decrease in bandwidth use and associated cost;
* The decrease in server resources and associated cost;
* Added functionality."
Edge Computing Definition and Use Cases,"Is there a reason the publication date shows 11/3/2020? This is a fantastic write-up about edge computing. As a product manager focusing on IOT solutions for larger corporations, edge computing is a topic that I try to consume as much content as I can. I’d like to share this with my team, but the publication date struck me as a bit odd."
Edge Computing Definition and Use Cases,Very good article on Edge computing. Thanks for sharing!
"We built a wireless hand wash sensor to help us keep washing our hands for a full 20 seconds, and to keep the habit going",Reading while tired Incase I missed it. Why is data being stored at all? Is this to give data on how clean a set of occupants truly are so they know to further encourage proper cleaning or know it’s taken care of and move on to another project?
"We built a wireless hand wash sensor to help us keep washing our hands for a full 20 seconds, and to keep the habit going","Amazing, atleast with the outbreak of this virus, we will be inculcating good habits , like washing hands!"
"We built a wireless hand wash sensor to help us keep washing our hands for a full 20 seconds, and to keep the habit going","Just wash them for 20sec. We don't need to overcomplicated everything in this world, simplicity is good"
University degree choices,Prolly electrical or computer engineering and cs with it.
University degree choices,"I’ve been in the space for the past 7 years. Studied mechanical engineering but focused on mechatronics and self studied electronics with arduinos, particle and raspberry pi’s."
The A to Z of Internet of Things (AWS),Great job!
The A to Z of Internet of Things (AWS),T - Training lab https://aws.amazon.com/marketplace/pp/B084WZH8G5/
IoT Commercial Adoption report and survey results,"Eclipse Hono lab, try it free.

https://mqttlab.iotsim.io/hono/"
Top IoT Trends For 2020,That's just noise.
Top IoT Trends For 2020,"$72,000,000 thousands"
Top IoT Trends For 2020,No.
Top IoT Trends For 2020,"Smart cities and sensors have been growing areas for years which will continue into 2020.


I don’t have enough experience to comment in the other areas.


Nice graphic though."
Top IoT Trends For 2020,"There is still blurring between AI & ML, but AI in surveillance is increasing and that is a part of IoT set of sensors / edge computing devices."
Top IoT Trends For 2020,Starting to hate these graphical posters with buzzwords
Sensors to measure distance from object,RSSI is not suitable for measuring distance. Expect the RSSI to jump around even when the object is not moving. RSSI can only be used for a rough estimate.
Sensors to measure distance from object,"Use a stereoscopic camera, LIDAR or Radar. Depending on the accuracy you want. LIDAR seems a good choice if you are talking about 10m distance. It gives a resolution of 5cm from those cheap ones found in Aliexpress."
Sensors to measure distance from object,"I would also be interested in this, do you mind sharing what you are working on?"
Sensors to measure distance from object,"Some sensors for close range are ultrasonic (hr sc04 sensor) which operate by time of flight. That is, sensor sends out a signal and calculates the time it takes to detect the signal back. There are a few versions of those. Other examples of proximity sensors are vcnl4010. 


GPS is an overkill, and probably wont be accurate within 10cm or so. Using Bluetooth or wifi could work by correlating Received Signal Strength Indicator (RSSI) from a signal to something like a gateway or receiver. RSSI is not accurate on its own, as in, for it to be considered relatively accurate, you'd need to three receivers from the same device, in oder to triangulate the signal of the device. There are a lot of factors to consider, even then, 10cm accuracy is far fetched."
Sensors to measure distance from object,"Not enough information about what you are trying to do. You can buy a laser tape measure for $30 at Home Depot, accurate to a fraction of an inch.

GPS seems out of the question."
Sensors to measure distance from object,Use a camera. Things farther away look smaller
Sensors to measure distance from object,Find some reliable proximity sensors along with bluetooth/wi-fi and make sure your software is adequate.
I made my first IoT weather station using Arduino! It logs temperature and other measurements directly in Google spreadsheet and it works really great! 👍," How I did this project:

[https://arduinoprojectsbyr.blogspot.com/2020/03/63-iot-weather-station-using-arduino.html](https://arduinoprojectsbyr.blogspot.com/2020/03/63-iot-weather-station-using-arduino.html)

Original Project:

[https://www.hackster.io/detox/transmit-esp8266-data-to-google-sheets-8fc617](https://www.hackster.io/detox/transmit-esp8266-data-to-google-sheets-8fc617)"
SEO in the Era of Applied IoT | SEO Brainiac,"This was a really interesting article - like mentioned, IoT is still in its infancy; yet would this be similar to what other resources have labeled as ""Artificial Intelligence of Things?"" (AIoT) ([https://www.forbes.com/sites/bernardmarr/2019/12/20/what-is-the-artificial-intelligence-of-things-when-ai-meets-iot/#70e12175b1fd](https://www.forbes.com/sites/bernardmarr/2019/12/20/what-is-the-artificial-intelligence-of-things-when-ai-meets-iot/#70e12175b1fd))"
A LEGO® Hogwarts Express powered by magic (and IoT) - Ben Hoad,Oh how younger me would’ve loved this... jk I still love stuff like this!
Open Protocol Simulator,"I just checked with our guys and I'm told that our simulator is available for free on the play store  [https://play.google.com/store/apps/details?id=com.software\_logistics.simulator&hl=en\_US](https://play.google.com/store/apps/details?id=com.software_logistics.simulator&hl=en_US) will help you accomplish what you are looking for.  I only know enough to be dangerous, so I'm trusting their opinion :) Good luck, let me know how it works out."
Smart agriculture paper recommendation(s),"Smart Agriculture - Basics:

 [https://doi.org/10.1016/j.biosystemseng.2017.09.007](https://doi.org/10.1016/j.biosystemseng.2017.09.007) 

[http://cbrewster.com/papers/Brewster\_CM17.pdf](http://cbrewster.com/papers/Brewster_CM17.pdf)

 [https://www.sciencedirect.com/science/article/pii/S0168169917304155](https://www.sciencedirect.com/science/article/pii/S0168169917304155) 

 [https://linkinghub.elsevier.com/retrieve/pii/S0168169915002379](https://linkinghub.elsevier.com/retrieve/pii/S0168169915002379) 

&#x200B;

Smart Agriculture - Topics

[http://www.iaeme.com/MasterAdmin/uploadfolder/IJECET\_08\_01\_007/IJECET\_08\_01\_007.pdf](http://www.iaeme.com/MasterAdmin/uploadfolder/IJECET_08_01_007/IJECET_08_01_007.pdf)

 [https://ieeexplore.ieee.org/abstract/document/8273717](https://ieeexplore.ieee.org/abstract/document/8273717) 

 [https://www.researchgate.net/publication/286803213\_Applications\_of\_Internet\_of\_Things\_in\_the\_Facility\_Agriculture](https://www.researchgate.net/publication/286803213_Applications_of_Internet_of_Things_in_the_Facility_Agriculture) 

 [https://iopscience.iop.org/article/10.1088/1755-1315/268/1/012038](https://iopscience.iop.org/article/10.1088/1755-1315/268/1/012038) 

 [https://ieeexplore.ieee.org/abstract/document/8521668](https://ieeexplore.ieee.org/abstract/document/8521668) 

\------------------------------

Maybe you can try to find some here:  [http://www.iaeme.com/index.asp](http://www.iaeme.com/index.asp)"
Enabling battery-powered silicon chips to work faster and longer: Scientists from University of Singapore are 'looking into developing new classes of intelligent silicon systems that allow ultra-wide power-performance adaptation in AI accelerators embedded in sensing silicon chips for IoT.',This subreddit has become nothing but a place to self promote!
Personal Life Alert Device,"I would use an esp like this project https://randomnerdtutorials.com/esp32-sim800l-send-text-messages-sms/

With a physical button you should be able to utilize deep sleep mode and not have to worry about battery too much."
Personal Life Alert Device,"I think raspberry pi is not necessary for this project, you can buy gprs module and some microcontroller like Atmega or STM32. You just look AT commands of the GPRS module and program rhe microcontroller. GPRS use UART protocol to communicate. So it is easy to send commands with Serial port. Generally the default baudrate is 9600 but it may change. You also need a SIM card to use GPRS module. If you need help you can contact me"
Personal Life Alert Device,"There are solutions for this, the hardest part will be size and battery life.

https://store.particle.io/collections/cellular

https://hologram.io/

https://www.adafruit.com/product/1946?gclid=Cj0KCQiAqY3zBRDQARIsAJeCVxPt4fhL8IcqYMJHT0lx4GA0YQuRKIvD_jj7qKfxhO0OHG0ydKYANm8aAiJ3EALw_wcB"
Personal Life Alert Device,Oh and another feature would be a speaker or something that would ding or otherwise give her feedback that it worked.
Personal Life Alert Device,[check this out and let me know if you want to build something similar](https://www.imec-int.com/en/imec-magazine/imec-magazine-april-2019/how-can-you-help-lonely-seniors-not-with-a-talking-flowerpot-but-by-having-people-actually-go-and-visit-them-courtesy-of-technology)
Personal Life Alert Device,"

last time i checked raspberry pi power consumption at idle is not great. I'm guessing you'll need a 2000 mAh battery just to keep it going for 24 hours

imo, the simplest solution is to just use a cellphone or smartphone. there may be apps/features that do what you want (e.g. [samsung sos](https://www.samsung.com/nz/support/mobile-devices/samsung-sos-smart-phone-emergency-message-guide/) ) and if not it may be possible to just add on a push-button and make your own app.

if the purpose for this thing is to save some money over a life-alert subscription but still have something that needs to be highly reliable, i would not stray too far from an off-the-shelf solution.  reliable connectivity to the cell network can be difficult if you are rolling your own software to interface with a cell module. some modules may have options for auto-connectivity, i would make sure you know how you're going to do this before choosing a module if you go that route."
Personal Life Alert Device,[https://www.popularmechanics.com/technology/gadgets/a16944/hack-amazon-dash-buttons-to-do-anything/](https://www.popularmechanics.com/technology/gadgets/a16944/hack-amazon-dash-buttons-to-do-anything/)
I need help with a Wifi Smart Switch,"Can you take a picture or make a diagram of how it is currently wired? I'd be happy to try and help, but I need some more specifics."
The Internet of [Temporary] Things,Can we NOT do this? Let's focus on reducing plastic crap everywhere and then maybe not add millions of silicon chips to the oceans.
