Title,Comments
"Practical difference between Xbee,ble,mqtt,lorawan","I don't know much about Xbee, so won't comment on it.

 - BLE and LoraWAN are wireless communication technologies that define the type of radio interfaces, frequencies, transmission power etc
 - MQTT is a lightweight messaging protocol that defines the way data should be structured and sent from IoT devices to servers and back
 - Frequency and transmission power are the main differences between a lot of wireless protocols.
 - Some frequencies are free to use (915MHz, 2.4GHz, 5GHz)
 - Most frequencies have to be licensed from the FCC for billions of $$ (600MHz, 850MHz, 1900MHz etc)
 - When I say frequencies, I mean a range of frequencies called a band. For example, when I say 600MHz (also known as LTE band 71 and is licensed by T-Mobile), I really mean a range from 617MHz to 698MHz, which is a bandwidth of 81MHz. The fatter the bandwidth, the more data you can send on it
 - Lower frequencies carry less data but travel farther. Higher frequencies carry more data but don't travel as far
 - Now consider Lora, BLE and WiFI. Each technology is designed to optimize range, bandwidth and power for specific use cases
 - Lora uses 915MHz and very low power, which gives it long range but very low bandwidth - perfect for relatively stationary IoT devices like smart meters. You can have hundreds of meters over a large area report in to a single Lora gateway
 - BLE uses 2.4GHz and relatively low power, which means it has less range than Lora but higher bandwidth. Perfect for chattier IoT devices or hands free headsets over a relatively short distance (a few hundred feet, effectively)
 - WiFi uses both 2.4GHz and 5GHz and lots of power, which means pretty low range but tons of bandwidth. Perfect for pushing gigabit around your house
 - In addition to the above you have cellular companies which use an assortment of bands for various uses. Low frequency bands like 600MHz for IoT, higher frequency bands like 2600MHz for data. They use multiple bands to balance coverage, bandwidth and number of users. Cellular is a whole separate topic

Hope this helps."
"Practical difference between Xbee,ble,mqtt,lorawan","From my knowledge, it's on what/how you transmit data between devices; 

BLE is Bluetooth Low Energy, pretty self-explanatory. Send data over low-energy Bluetooth.

MQTT sends data over TCP/IP, so it's over LAN/Web in simpler terms. Good for quick-and-easy communication between different microcontrollers.

LoRaWAN is something I've been browsing through a bit during the past week. It's a platform built over LoRa, stands for Long Range, technology. LoRaWAN is sort of a decentralized interconnected web-like infrastructure built for low-power devices to send data over long distances to a LoRa Gateway, and that gateway sending it to a processing/receiving server over the internet, and then to a destination.

There are all off-the-top-of-my-head information so please feel free to correct information."
"Practical difference between Xbee,ble,mqtt,lorawan",[deleted]
"Practical difference between Xbee,ble,mqtt,lorawan","Well, MQTT is a protocol, and Xbee(and Zigbee), BLE, LoRAWAN (and you should include WiFi in your list) are all radio transmission technologies.

Xbee/Zigbee are low-power, short-range devices used to send small amounts of data (usually <50 bytes.)  A lot of home automation devices use these.

BLE (Bluetooth Low Energy) is a cut down version of Bluetooth. Low-power, short-range, small amount of data.

LoRA and LoRAWAN are higher power, longer range (hence the 'Lo RA'), higher amounts of data. LoRAWAN is LoRA with IP on top (well, sort of....more to it than that really.)  If I need IoT sensors to transmit data more than 70-80 feet, I use LoRA.

WiFi is the main radio technology for IoT. Everyone has it, tons of equipment options, lots of embedded boards available for custom IoT nodes. 95% of my IoT  work is done with WiFi.

MQTT is the main IoT protocol used to send/receive (publish/subscribe) data. CoAP is another popular IoT protocol, but has some security issues that people have exploited. NATS is also another IoT protocol that is gaining in popularity.

Hope that helps!"
IoT platform Comparison,"A lot of these are basically the same. 

Jasper is the gigantic behemoth of telco - probably does a lot of what you need but confusing/difficult to use and integrate with.  Used by tons of carriers all over the planet, including AT&T in the US. 

Thingspace is Verizon’s version of Jasper but supposedly worse. But it’s Verizon so it’s more about the carrier than the dashboard. 

Curiosity is with Sprint. Like Jasper but made by Ericsson and more up to date. 

Honestly these are all 3rd party products/acquisitions so they’re not the carrier’s main focus.  Can check out Hologram for good out of the box tooling and connectivity: https://hologram.io/products/dashboard/"
IoT platform Comparison,https://b2bsalescafe.files.wordpress.com/2019/09/gartner-magic-quadrant-for-industrial-iot-platforms-june-2019.pdf
IoT platform Comparison,"Check the website IoT Analytics, company researcher from Germany do excellent job"
IoT platform Comparison,"I'd rather suggest you putting a bit more details, as IoT platforms are quite different, for instance I saw projects using Jasper and AWS, in case you put a bit more requirements to what you need it might help to point you in right direction."
IoT platform Comparison,Here is something a bit different which might be of interest:  [https://www.connecting-software.com/integrate-machine-data-with-business-software/](https://www.connecting-software.com/integrate-machine-data-with-business-software/)
"Why are there 5 terminals in my phone battery? (1). The p+ and p- are 5v and ground but what is TH-, TH and ID? Also (2) is the +ve and -ve. I know few terminals are used to tell the battery temp or id but what is this here? Also how do I access/read these data with Arduino.",Ask in r/electricalengineering they got the answer for sureee
"Why are there 5 terminals in my phone battery? (1). The p+ and p- are 5v and ground but what is TH-, TH and ID? Also (2) is the +ve and -ve. I know few terminals are used to tell the battery temp or id but what is this here? Also how do I access/read these data with Arduino.",Please ask in /r/Batteries.
"Why are there 5 terminals in my phone battery? (1). The p+ and p- are 5v and ground but what is TH-, TH and ID? Also (2) is the +ve and -ve. I know few terminals are used to tell the battery temp or id but what is this here? Also how do I access/read these data with Arduino.",/r/Electronics may have a good pointer for you
MQTT Protocol: Technical description,"I've been working with MQTT for about a year now and I've implemented a few systems working with MQTT.  
I could easily follow your tutorial and I like it! Here are my thoughts about it:

When I have to explain MQTT to business people at my company I usually use the analogy to the post. Think of the post distribution centre of the MQTT Broker. Someone who want's to receive post from a company would need an abo with them (subscribing). The company publishes the post. (I know they don't use the broker to generate all post but for a basic understand this might help!)

One thing people get confused with is the usage of client and servers in a MQTT system. They don't understand that a client can ""send"" and ""receive"" data at the same time and that the server is just the broker. This might also be a point that you could talk about."
Is it possible to stream videos to Google Cloud IoT Core from my raspberry pi?,"No. Google Cloud IoT Core is about publishing discrete chunks of data using a pubsub protocol via MQTT or HTTP, not about streaming video, which has very different needs. Google Cloud IoT Core is like bottled water versus a literal stream of water for video.  [Check out the documentation](https://cloud.google.com/iot/docs/concepts/overview) \- it's pretty straightforward.

If you want to stream video without building the infrastructure to do it, your best bet is something like [YouTube Live](https://www.youtube.com/live) or [Twitch](https://www.twitch.tv/p/en/stream/)."
Measuring nano amp range current consumption,"Have used the otti a bit. Have to admit it was some getting used to but fairly straight forward and relatively easy to use. 
You can use the microcurrent with a scope to graph short times or with a good dac and an arduino to write a csv file for longer than 100ms or so"
Measuring nano amp range current consumption,"Disclaimer: I am the creator of Joulescope

Since you did not get too much of a response here, you can connect with some Joulescope users over the forum: [https://forum.joulescope.com/](https://forum.joulescope.com/)."
Trouble connecting 3G USB Dongle to internet via raspberry pi,"Can try Hologram’s forums. They do a nice job of supporting the IoT 3G dongle community. 

https://community.hologram.io/t/setup-of-huawei-msi2131i/705"
Trouble connecting 3G USB Dongle to internet via raspberry pi,"If you run `lsusb` from a terminal, what shows up?"
How can I detect electricity from a wire and send it to an Android device?,"If you want to do completely non-invasive I'd say use 3 photoresistors over top of the LEDs, that way you're isolated electrically from the device as well.

ESP8266 or ESP32 works great for wifi connections and sending notifications via some kind of intranet/internet method.

If you want to use it as a USB device then you'd probably want to use something like a Teensy that has that kind of mode."
How can I detect electricity from a wire and send it to an Android device?,"You can redesign this right? What sort of input are we talking? AC? DC? Voltage? 

Just use a ESP8266 to send a notification when a module and/or LED (if you want to keep that functionality) is active. There are plenty of ways to send notifications to Android. I used the pushbullet API a few years ago but I'm sure better ways exist."
Computer Engineering or Computer Science for IoT?,"Either will work. I work as an IoT specialist at a larger multinational consultancy company and moist of the work is designing and building IoT platforms in the cloud. 
Being able to tinker with devices is great for testing and prototyping, but in the end if you're not a device manufacturer, you'll be on the cloud side of IoT. Good luck!"
Computer Engineering or Computer Science for IoT?,"ECE is where you wanna be. I'm an Electrical Engineer and I focus on IOT. Learning about databases / MQTT / cloud / etc  is really easy to do on your own time. 

Comp sci isn't applied, it's theory based."
Computer Engineering or Computer Science for IoT?,"What do you want to do? Build things and develop solutions.. It's engineering. Maybe look at the bigger picture including distributed system, ai, and potentially some business classes it's computer science.

I picked computer science and have had a career in m2m and iot for 15 years and current work for arm. When employing people, we don't look for the specifics of the degree but the ability in the candidate to apply their knowledge and continue to learn."
Computer Engineering or Computer Science for IoT?,My degree at FIU is literally for Internet of Things. Bachelors or Science in Internet of Things. So far so good!
Computer Engineering or Computer Science for IoT?,"Lots of good answers here, both can lead to good IoT related careers. But I’d consider if you want to be on the device side (the “thing”) or the cloud (the “internet”). Device building needs computer engineers who build lower level software (firmware, drivers, OS), and the cloud needs computer scientists to write services, user experiences, distributed system problem solving, etc."
Computer Engineering or Computer Science for IoT?," 

It depends on what you want to do in IoT it's a massive field. There is a shortage of specialist hardware manufacturers specifically dedicated to 0G type devices which are used for industrial and commercial type industries.  On the platform/cloud side of things, there are 1000s of IoT platforms to choose from so this field is very well covered. The thing that keeps me up at night and motivated about IoT is the vast amount of that "" Big Data"" that is currently being collected and is yet to be mined.

I'm not talking about user data like Facebook or Google. I'm referring to data that could not be collected without the help of IoT. 

Things like a temperature sensor embedded in the concrete in the middle of nowhere and to see how the concrete reacts to ambient temperature fluctuations over 10 years. This is just a simple example but what new is the fact that you could roll out 1000s of these sensors and they would operate with no human interaction for years at very low cost. 

So what I'm trying to say is. IoT hardware is a tool. Connectivity is a tool. A platform is a tool. Big Data is the result and analyzing this data is where to future value lays. 

But like I said it depends on what you want to do and enjoy doing. 

My 2c"
Computer Engineering or Computer Science for IoT?,Hands down engineering. It's no contest.
"So, if a person wanted to build a cheap, single-sensor, weather-proof, battery-powered, IoT device that they could throw around a farm to take a single sensor measurement (air, soil, etc.) and report back through a gateway and to the cloud... is there a module for that?",Something like this? [https://www.dragino.com/products/nb-iot/item/130-nb-iot-shield.html](https://www.dragino.com/products/nb-iot/item/130-nb-iot-shield.html)
"So, if a person wanted to build a cheap, single-sensor, weather-proof, battery-powered, IoT device that they could throw around a farm to take a single sensor measurement (air, soil, etc.) and report back through a gateway and to the cloud... is there a module for that?",This example has a build https://hologram.io/blog/how-to-save-sheep-with-cellular-iot/
"So, if a person wanted to build a cheap, single-sensor, weather-proof, battery-powered, IoT device that they could throw around a farm to take a single sensor measurement (air, soil, etc.) and report back through a gateway and to the cloud... is there a module for that?",There are also various dev boards around from TTGO with an ESP8266 or ESP32 and LoRa module + battery input. But the quality of those isn't going be as good I suspect as dragino or similar.
"So, if a person wanted to build a cheap, single-sensor, weather-proof, battery-powered, IoT device that they could throw around a farm to take a single sensor measurement (air, soil, etc.) and report back through a gateway and to the cloud... is there a module for that?",Something like this? https://www.smarthomeblog.net/diy-home-automation-sensors-first-node/
"So, if a person wanted to build a cheap, single-sensor, weather-proof, battery-powered, IoT device that they could throw around a farm to take a single sensor measurement (air, soil, etc.) and report back through a gateway and to the cloud... is there a module for that?","Have a look at [Axino](https://www.axino.co/) iot platform which offers hardware and cloud connectivity. There are mesh and lora modules which offer gateway with option of WiFi, GSM and Ethernet connectivity."
"So, if a person wanted to build a cheap, single-sensor, weather-proof, battery-powered, IoT device that they could throw around a farm to take a single sensor measurement (air, soil, etc.) and report back through a gateway and to the cloud... is there a module for that?","This already exits, if I understand you: [zynect.com](https://zynect.com)

And it's waterproof too. You can choose between wi-fi and LoRaWan - it has both."
"So, if a person wanted to build a cheap, single-sensor, weather-proof, battery-powered, IoT device that they could throw around a farm to take a single sensor measurement (air, soil, etc.) and report back through a gateway and to the cloud... is there a module for that?","https://www.dragino.com/products/nb-iot/item/132-nb-iot-bee.html

https://nimbelink.com/products/4g-lte-m-global-quectel/

Are 2 for NB-IOT."
"So, if a person wanted to build a cheap, single-sensor, weather-proof, battery-powered, IoT device that they could throw around a farm to take a single sensor measurement (air, soil, etc.) and report back through a gateway and to the cloud... is there a module for that?","Your thinking too big picture. Gotta come back down to earth a little . Is there sensors you can throw on a farm and report information? Yes. Do those sensors have the ability to connect with a gateway? Yes, you are looking for something called a “edge device.” What are you trying to report it to? The cloud isn’t a thing, it’s just a remote server. Are you trying to store this data somewhere to retrieve ? Historize? Or are you just looking for all this to be done for you? DM me and we can quote it (I’m also a EE and work with AWS, independent)"
Are you working in IoT?,"Hi u/Mustool. I'm working on an IoT platform core which can be extended by its users. There are IoT platforms like particle.io, Wia, Blynk etc out there which target a particular aspect of IoT product development, while I'm working on to make something that is general enough for all the use cases above companies are targeting and extendible enough to be introduced in completely novel scenarios. You can check it out here: https://grandeur.tech
Currently it looks very similar to any other platform you see out there, but we are gradually building content around its use cases on
https://hackster.io/grandeur
And SDKs on
https://github.com/grandeurtech"
Are you working in IoT?,"I do IOT for commercial buildings using SkySpark platform.  Put a gateway device into the building, setup communications with existing devices, setup analytics and web dashboards.  If you’re using a Kaiterra sensor to measure  dust I could definitely help out!  Set up your dust sensors, use their API to collect the data for analysis and display on your own dashboard."
Are you working in IoT?,"I work for an Iot Hardware and Software vendor.  We make a range of IoT gateway/edge computing devices for Industrial and Transportation use-cases, as well as a common application framework that works across those devices, and a cloud integration platform to tie it all together.

All of the core tech has been donated to the open source community and is under the Eclipse foundation umbrella.

https://www.eclipse.org/kura/

https://www.eclipse.org/kapua/"
Are you working in IoT?,"Hello, we have a solution :  [https://www.sciflair.com/air-quality-monitor/](https://www.sciflair.com/air-quality-monitor/) 

It has  GSM, WiFi, Ethernet, LoRa, SigFox, Mesh data transmission options. It is a self contained unit with sealed lead acid battery inside and solar powered.

Hope that is helpful.

Regards  
Axino Unified IOT (axino.co)"
Are you working in IoT?,"Hi there,

We are a UK based IoT company who focus on improving business efficiency, whilst simultaneously cutting costs and reucing your carbon footprint.

Check out some of the work we do at  [https://iotsystemsgroup.com/](https://iotsystemsgroup.com/)

  
If you're interested in finding out more about us, and perhaps how we can help you then feel free to get in touch!

Regards,   
IoTSG"
Are you working in IoT?,"MyUserName, Danish government.

Always keen to network."
Are you working in IoT?,"Yes, I'm a technical and marketing content writer for a Chinese IoT company, RAKwireless.

https://www.rakwireless.com/en-us"
Are you working in IoT?,"I've worked in the IoT for about 4 years now. I work in marketing communications for an ultra-wideband positioning company, so a lot of what I do is writing blog posts, whitepapers, and web content. I've worked."
Are you working in IoT?,Very cool and unique.  If you end up building an IOT app for construction that works you should think about monetizing it on the Procore App Marketplace here: marketplace.procore.com
Are you working in IoT?,"I do. How can I help?    
    
Are you looking for specific product recommendations? Or something else?"
Are you working in IoT?,"Hi there. Our company are using IOT technology in the manufacturing sector. We use sensors to monitor and track the performance of the machine and the output. Having the data logged and analyse, we are able to maximize yield with the highest efficiency."
Are you working in IoT?,"Hi there!
Spanish IoT company we make turnkey projects or help to our clients in specific task. We are hardware and software developers if you need more information you could visit us at www.sosteco.es 
If you want better explanation of products and projects just send me a pm I will be glad to help you.
Stay safe and regards!"
Are you working in IoT?,"I'm with a company in Canada that specializes in sensors and IoT type technologies, including being an MVNO. For dust or particulate sensor on site, there are a number of solutions. Things like, how often do you need to do readings, what happens when a threshold is passed (ie does an alarm go off to warn workers?), and other questions would shape the type of solution that makes sense. 

For vibration, and road/concrete temp, there are a number of IR sensors that measure temperature at a distance which are fairly inexpensive and quite accurate. Is this a mobile system you want to set up at different places? Is it open to the public (ie is vandalism an issues) etc are again the types of questions that differentiate a solution vs pieces of a solution."
Are you working in IoT?,"I work as a consultant in the ICT sector (primarily strategy, business analysis, feasibility studies etc), but over the past year or so I have increasingly started working in the field of IOT. My clients are primarily in the government sector. Lately I have been dealing with integration issues, communication protocols like LoRa, Sigfox, RPMA and NBIOT.  As a side project our  team also developed an IOT platform and we were busy integrating it with BLE enabled devices (pre-covid). I’m currently getting certified in AWS."
Are you working in IoT?,Yes.  I re-engineer startups' gadget projects so that they actually work.
Are you working in IoT?,"I am working at a company that integrates 5G, edge computing and blockchain, focusing on the IoT market.  We provide software and also hardware to mobile network operators (mnos) and cloud service providers by putting our product in their MEC servers. Our vision is to establish an automated IoT ecosystem power by blockchain @ Edge 5G. 

You can check it out here: [https://medium.com/@xeniroio/5g-mec-dlt-a-powerful-combination-xeniro-thought-leadership-series-part-1-eb7574d154fa](https://medium.com/@xeniroio/5g-mec-dlt-a-powerful-combination-xeniro-thought-leadership-series-part-1-eb7574d154fa)"
Are you working in IoT?,"I work for a communications device company ([https://relaypro.com](https://relaypro.com)) and we're recently added an API to our product for IoT applications (voice driven sensor and other cloud data access). 

Most of our customers are replacing radios and cell phones with Relay and love being able to customize their devices with smart commands like 'How many SKU 55566 do I have left?' or getting alerts when a temperature sensor crosses a threshold."
Are you working in IoT?,"I’m an IoT solution architect and Research Fellow at a defense contractor focused on the Internet of Battlefield Things. I write code to show the art of the possible for IoT on the battlefield. Using commercial off the shelf sensors, cloud and open source technology to add sensors, edge processing, AR/VR and AI/ML to drones, vehicles, soldiers and command centers."
Are you working in IoT?,PM sent OP!
Plex Media Server from Home Assistant - EASY INSTALL (Video Tutorial),Thanks for sharing this!!
Linux Foundation LF-Edge vs EdgeX Foundry vs Mozilla IoT WebThing,"The difference between LF Edge and EdgeX Foundry is simple. LF Edge is a portfolio (a collection of projects or umbrella, if you prefer) of which EdgeX Foundry is part. 

**EdgeX Foundry** is a collection of IoT-focused microservices. 

**Mozilla WebThings** is an implementation of the ""Web of Things"" standard from the W3C. 

Neither EdgeX Foundry nor WebThings are complete IoT platforms. They are components that you can leverage in building your own.

I would suggest you to have a look at the 45 open source projects available at **Eclipse IoT.** [https://iot.eclipse.org](https://iot.eclipse.org). You will find everything you need for constrained devices, edge nodes / gateways, and Cloud IoT platforms. 

For example, **Eclipse ThingWeb** is a mature implementation of the ""Web of Things"" standard used by Siemens and other large IoT players.  [http://www.thingweb.io/get-involved.html](http://www.thingweb.io/get-involved.html) 

**\*\*\* Full disclosure \*\*\*** I work for the Eclipse Foundation and manage their IoT and Edge Computing programs."
IoT Use Cases of manufacturing in the Age Of Industry 4.0,"Nice sales pitch. Unfortunately almost all of it doesn't work or will not break through.

Industry 4.0 (whatever that means) is being promoted for quite a while. However, use cases are mostly very specific hence expensive to implement."
Sensor and actuators manufacturers,Do your own research
Sensor and actuators manufacturers,Siemens
Sensor and actuators manufacturers,"Well, it's important to know where you live, specially when talking about reputable. Have you tried Sparkfun and/or Adafruit? (I am not promoting they, dough ;)  )"
How can this os different? How can I understand it what is the purpose it?,I'd like to help but I don't get what is the question
LwM2M Vs MQTT without the sales pitch.,"So you have a situation where you have an investment in a proven, working technology that you've been using for a few years. And someone who you don't even have an existing relationship with comes along and says ""hey you should totally ditch what you've already built out and use this thing we're doing that most people haven't heard of or ever used"". Unless I had solicited their opinion I'm not sure I'd even bother to reply.

This vendor had better have a good story about why you should abandon your existing architecture and investment for this. I would be tempted to just laugh at them and tell them not to bother me until they were able to make a serious offer that took into account my existing situation.

That said, there's nothing inherently wrong with building applications over UDP. UDP simply provides a different, less reliable abstraction of the underlying network from the one that TCP provides. Any application built over it that cares about reliability will have to build its own logic, but that logic may be able to make different tradeoffs from the ones that TCP makes.

Regardless, this vendor had better damned well have a compelling argument for you to waste your time with them."
LwM2M Vs MQTT without the sales pitch.,"LwM@M is built on top of CoAP...which is also considered by most to be the next big transport of DDoS attacks, give it's UDP base.  https://www.zdnet.com/article/the-coap-protocol-is-the-next-big-thing-for-ddos-attacks"
LwM2M Vs MQTT without the sales pitch.,"Here's an excellent article: [https://www.machnation.com/2020/04/16/lwm2m-mqtt-efficiency-tests-comparison/](https://www.machnation.com/2020/04/16/lwm2m-mqtt-efficiency-tests-comparison/)

From what I recall... Pro's: lwm2m is much more efficient from a bandwidth standpoint.  This could lower your bandwidth costs and allow longer battery life. Con's: Unlike MQTT, there aren't managed cloud brokers like AWS, Azure, and Google have.  There's not an ecosystem built around these either for device management, so you have less off-the-shelf support.  If you're doing a large roll out and your devices are battery-powered, it may be well worth the investment to use LWM2m.. but if not, you may not recoup the additional investment required to complete a solution."
LwM2M Vs MQTT without the sales pitch.,"You are comparing a protocol to an application layer. The right comparison of MQTT would be with CoAP.

If your devices are low power and do not receive a lot of data back, CoAP will be a better choice. Keep in mind the payload size of CoAP will be limited to 1250 bytes, due to UDP fragmentation issues."
IoT ideas for a family hotel,"Intelligent light does improve quality of life, there is currently experiments with different colors and intensities which are showing quite promising results with elders."
IoT ideas for a family hotel,"Being able to do seamlessly do some do the stuff without having to install an app would be great. 

The coffee machine , alarm, music, curtains etc can be orchestrated into a routine. 

When the person / family gets into the room (maybe just for the first time ) a personalized welcome message can be played out via the audio system in the room. 

The smart mirror in the room is an awesom idea"
IoT ideas for a family hotel,"I like this idea a lot. If I were building a small family hotel I'd definitely be thinking about this too.

Top thing to do: make a list of priorities for how the system should work and what the user experience should be like. Let this list shape your choices for what you automate and how you do it.

For instance, in order of priority:

1. the experience must be secure - devices in one room must not be accessible from another room. Your PoS system must be isolated from from this system. Guests in one room must not be able to observe the state of or control anything in another room.
2. the experience must be private - suppose you put an Amazon Echo in each room so that guests could voice control the drapes. Or suppose you create your own system using something like [Mycroft](https://mycroft.ai/). Many guests will be reasonably concerned about the privacy of a device which constantly listens to them in a bedroom. You'll need an easily understandable well-written privacy policy and to design the system with privacy in mind, or at least a strong privacy statement that honestly tells them what they can expect (""We've designed this with your privacy in mind. We do not collect, store or share data about you"" - but only if that's true).
3. The automation should supplement the way devices normally work, not replace it. For instance, if embedding a display in the bathroom mirror made the mirror not work as a mirror anymore that would be a fail and would upset your guests. Or light switches. If you used light switches which were ""smart"" but didn't function at all like the light switches your guests are familiar with, that would be frustrating to them - light switches are often the first thing guests fumble with when they enter a room; if they don't work the way they expect the guests will be upset.
4. The learning curve should be low. Most guests won't go through much effort to figure out how to sync their phone or program a sunrise clock. An exception to this would be if you heavily market the place on its automation and tech - but if you're looking to just add some nice touches to the guest experience, the simpler and more intuitive it is for the guests, the better.
5. Look for ways you can use information you may have access to in order to improve the overall guest experience and your ability to run the whole space. For instance you may be able to learn about what % of the time a room is actually occupied and adjust heating and cooling in it. You may be able to improve overall energy efficient of the entire hotel by looking at this. But do it with the guest's privacy in mind.
6. Anything you do must be both maintainable \*and\* maintained. For instance, networked devices may need security updates. Things may mysteriously stop working and need to be fixed.

&#x200B;

If you don't do 1. and 2. you're going to find yourself on the receiving end of some very bad press before long."
IoT ideas for a family hotel,"As someone who's helped AirBnB hosts implement IoT/smart home devices, I've learned a few things along the way (some the hard way):

Others have mentioned security, but I'll take it a step further. Most smart home devices are designed with the premise that they will be used in a home setting, which has important security implications. At 15 rooms, a vanilla Google Home setup will not do. Imagine a plausible scenario: a script kiddie (or worse, a seasoned penetration tester with a skewed moral compass) checks into your hotel and notices that there's a good looking girl a few rooms down from him. He approaches her at the local bar, but gets rejected. He decides he's going to 'get back' at her my making her life absolutely miserable -- you wouldn't want vulnerabilities in your setup to be what enabled him, not just from a customer service and publicity standpoint but also from a liability one. This isn't to say you shouldn't do it, rather that you have to tread carefully and ensure that if you don't have the necessary experience in securing distributed systems, you bring someone on board who does. 

Others have covered usability and privacy extensively. In addition to that, something I'd suggest doing is giving your guests an easy way to 'turn it all off'. Using the Google Home's physical mute switch as an example, some of your older or more paranoid guests may want nothing to do with the internet opening their blinds for them. Even not-so-paranoid ones might want to turn off a recording device while they're having a highly sensitive conversation. 

I hope this post doesn't sound too negative. Properly done, a smart hotel can lead to a great guest experience while reducing your costs and providing you with valuable insight into guest behavior."
IoT ideas for a family hotel,"I've always wanted to automate my own house in a way that you are proposing to do with your hotel.

On top of the typical hardware items (curtains, doors, ambient lighting, furniture backlighting, faucets, showers, music, alarm, tv, thermostat, dehumidifier, air purifier, coffee machine, minibar, smart windows, smart fridges, etc...) it'd be awesome to have something like a nest smart hub or other smart panel which would allow the guest to control any of these and also order takeout or order from the hotel restaurant using the payment credentials they used to check in. It'd be even cooler if you could add other services, like uber/lyft, order spa services, etc all from that voice controlled hub. You could add robots like one to collect laundry from each room or vacuum robots to clean up spills on demand, if you could somehow automate the bed to make itself daily then you wouldnt even need to hire housekeeping staff! Lol

Also, the TV channels at all hotels suck, itd be cool if you offered premium channels like ESPN redzone, or HBO, etc.. I'd say as a bare minimum all hotel TVs should reflect the streaming services that their occupants have, so Hulu, Netflix, Amazon Prime, +/-Sling..

Also what if the bed transformed itself based on what the guest wanted, i.e. being able to convert between memory foam, hydromassage,  spring, etc.. idk - this sounds over-the-top lol

If you wanted to make it super tech savvy, you could build out a large hall or room for VR gaming (i.e. a holodeck), and offer to rent VR gaming setups to guests, similar to but better than gaming hotels in China.

If your going to have a huge outdoor campus, how about self driving golf carts to ferry people around?

Lol, I know, a lot of these are crazy ideas, but I also feel like its stuff that could possibly be common within 10yrs"
IoT ideas for a family hotel,Wifi robots can be one of the ideas. It will also raise some hype towards your hotel.
IoT ideas for a family hotel,"Get the Honeywell inncom thermostats.  Use them to save energy use by turning off hvac and some lights when nooone is in the room.   Then you could make an app that saves a guests temperature preferences, sets it when they check in to hotel."
IoT ideas for a family hotel,"I was pleasantly surprised when entering our room the TV had a personalized welcome message waiting for us. The room also had an Alexa, for asking about local info (I presume) which was pretty cool. Also the locks were app-controlled on our phones, so no room key or keycard.
That stay definitely left am impression on us."
IoT ideas for a family hotel,"As already said authentication, network design, maintenance and privacy are important considerations. 

You should also make sure that each system and device that needs to be integrated has a documented and secure communication protocol (API). 

Once you have the user experience defined, list out all the subsystems it includes like TV, lighting, shades, climate, concierge, property management system, etc. 

Then list what functions are required of each device/system. 

After that you can select devices that meet your requirements. (Watch out for gotchas like: Not all TV’s can be controlled! And many IP controllable TV’s can’t be powered on over the network.)

Happy to talk more about your project if you like. Feel free to PM me."
Looking for components to order.,"What are you trying to stock up for, any particular project? I don't buy random components any more, they usually don't get used. I just buy the right thing when I need it for a project. Although having a kit of resistors and capacitors is useful. If you're just after stuff to have in a kit ready for prototyping I'd suggest buying modules rather than components (e.g. a h-bridge driver and some dc-dc power supplies).

What are you switching at 5v 6a? That's a fair bit of juice for a MOSFET, sure you can't use a relay instead?"
Looking for components to order.,"I'd recommending looking at ""plug-in boards""

This lets you buy the micro you want to work with, then add the IO board (sensor) and (transceiver).

Doing everything from scratch means first validating all hardware, then working on your software.   Nothing worse than working on code for two weeks only to discover you swapped TX and RX pins.

&#x200B;

EDIT:

These look interesting:

[https://www.mouser.com/pdfDocs/Nexperia\_ssMOSFETs.pdf](https://www.mouser.com/pdfDocs/Nexperia_ssMOSFETs.pdf)

You may need a series resistor to the gate (20 to 50 ohm) to limit peak current.  Nothing worse than designing something, it works, but fails after six months.   So pay attention to their application notes."
Looking for components to order.,"One the ways to approach the daunting variety of a professional vendor or distributor's catalog is to look at the actual manufacturer part numbers in the limited selection of parts carried by hobby vendors who actually know what they are doing - eg, Adafruit, Sparkfun, etc vs the random import storefronts that just copy each other's often ill-chosen selections.

That can be especially key if your needs are non-standard for the industry, for example if you want a FET that will operate well on 3v3 gate drive **and is actually a through hole part** vs most of the modern performance alternatives that are surface mount."
[HELP] Trying to simulate a water level monitoring system.,"What do you want to simulate? The arduino code?  The complete system as a whole? 

What tools do you have? 

Do you have an arduino, some jumpers and a protoboard available? In this case you could pretty much ""simulate"" the whole system and by ""*mocking*"" the water sensor and other stuff (the arduino code would be pretty much the same). 

PD: By ""mocking"" I mean, generate the signal your sensors would send to the arduino by any other method (a cable, another arduino etc)."
Edge device for computer vision,"If you really want to go down the ML/AI route then the [Nvidia Jetson Nano](https://developer.nvidia.com/embedded/jetson-nano-developer-kit) is a powerful piece of kit. That's probably at the top end of your budget, and I'm sure there are some other options too."
Edge device for computer vision,\+1 Nano.  Great platform.
Edge device for computer vision,"You could try out a raspberry pi. They can run tensorflowLite and Yolomini

Couple of examples: 


[1](https://m.youtube.com/watch?v=npZ-8Nj1YwY)


[2](https://towardsdatascience.com/i-built-a-diy-license-plate-reader-with-a-raspberry-pi-and-machine-learning-7e428d3c7401)



Ah, missed your comment about someone grabbing the  SD card.... if that wasn’t an issue, it would be great to use one."
